每日晋级数据 TOP100
2015-12-05 晋级数据 TOP100 女子组 (总票数: 189073)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 16 | 02090 |  1.4% ] 瓦利 - 高校龙中龙D×D BorN
[ 17 | 01923 |  1.2% ] 真田幸村 - 战国无双
[ 18 | 01627 |  1.1% ] 平冈大辅 - 白箱
[ 19 | 01468 |  1.0% ] 赤马零儿 - 游戏王ARC-V
[ 20 | 01355 |  0.9% ] 六道鲭人 - 境界之轮回
[ 21 | 01302 |  0.8% ] 梅里 - 枕男子
[ 22 | 01101 |  0.7% ] 由布院烟 - 美男高校地球防卫部LOVE
[ 23 | 01049 |  0.7% ] 朝日奈祈织 - 兄弟战争OVA
[ 24 | 01034 |  0.7% ] 鞠户孝一郎 - ALDNOAH ZERO 第二季
[ 25 | 01026 |  0.7% ] 濑良海斗 - 教室危机
[ 26 | 00949 |  0.6% ] 宫地清志 - 黑子的篮球 第三季
[ 27 | 00819 |  0.5% ] 伊武深司 - 新网球王子OVA vs Genius10
[ 28 | 00692 |  0.4% ] 朝日奈昴 - 兄弟战争OVA
[ 29 | 00603 |  0.4% ] 三木 - 寄生兽 生命的准则
[ 30 | 00583 |  0.4% ] 日下部忧 - 狼少女与黑王子
[ 31 | 00501 |  0.3% ] 史雷 - 情热传说 导师的黎明
[ 32 | 00477 |  0.3% ] 凯恩 - 宝石宠物Lady
[ 33 | 00476 |  0.3% ] 波玛 - 攻壳机动队ARISE TV版
[ 34 | 00388 |  0.3% ] 阿八 - 怪盗JOKER
[ 35 | 00365 |  0.2% ] 巴纳德·萨布拉奇 - DOG DAYS 第三季
[ 36 | 00354 |  0.2% ] 小凑亮介 - 钻石王牌
[ 37 | 00349 |  0.2% ] 真玉桥孝一 - 健全机斗士OVA
[ 38 | 00342 |  0.2% ] 石垣哲朗 - 在盛夏等待OVA
[ 39 | 00183 |  0.1% ] 前田利家 - 战国无双
[ 40 | 00154 |  0.1% ] B - 寄生兽 生命的准则
[ 41 | 00063 |  0.0% ] 杜纲悟 - 潮与虎
[ 42 | 00062 |  0.0% ] 知念宽 - 新网球王子OVA vs Genius10
[ 43 | 00044 |  0.0% ] 令公烈 - ChaosDragon赤龙战役

2015-11-23 晋级数据 TOP100 女子组 (总票数: 129526)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 26490 | 20.5% ] 长门有希 - 小长门有希的消失
[ 02 | 11694 |  9.0% ] 藤村大河 - Fate/stay night [UBW]
[ 03 | 11071 |  8.5% ] 鸫诚士郎 - 伪恋 第二季
[ 04 | 07565 |  5.8% ] 村野里美 - 寄生兽 生命的准则
[ 05 | 07544 |  5.8% ] 塔城小猫 - 高校龙中龙D×D BorN
[ 06 | 06199 |  4.8% ] 矢野艾莉卡 - 白箱
[ 07 | 05007 |  3.9% ] 鹤屋学姐 - 小长门有希的消失
[ 08 | 04419 |  3.4% ] 福路美穗子 - 咲日和
[ 09 | 04400 |  3.4% ] 速水凛香 - 暗杀教室
[ 10 | 04108 |  3.2% ] 神无月爱琳 - 七人魔法使
[ 11 | 03842 |  3.0% ] 神崎兰子 - 偶像大师 灰姑娘女孩
[ 12 | 03722 |  2.9% ] 绀野葵 - 那就是声优
[ 13 | 03364 |  2.6% ] 阿列克斯·加西亚 - 黑子的篮球 第三季
[ 14 | 02900 |  2.2% ] 拉克涅拉 - 魔物娘相伴的日常
[ 15 | 02815 |  2.2% ] 祠堂圭 - 学园孤岛
[ 16 | 02272 |  1.8% ] 草薙素子 - 攻壳机动队ARISE TV版
[ 17 | 02264 |  1.7% ] 伊藤雅 - 山田君与七个魔女
[ 18 | 01659 |  1.3% ] 城崎莉嘉 - 偶像大师 灰姑娘女孩
[ 19 | 01494 |  1.2% ] 柯蒂妮娅·格拉卡 - 侦探歌剧少女福尔摩斯TD
[ 20 | 01484 |  1.1% ] 青羽心夏 - 向山进发 第二季
[ 21 | 01461 |  1.1% ] 库贝尔·艾辛巴赫·帕斯提亚修 - DOG DAYS 第三季
[ 22 | 01256 |  1.0% ] 蔻依·瑟凡尼 - 空战魔导士候补生的教官
[ 23 | 01201 |  0.9% ] 三岛 - 夏洛特
[ 24 | 01179 |  0.9% ] 刘备玄德 - 一骑当千 Extravaganza Epoch
[ 25 | 01092 |  0.8% ] 剑持诗绘那 - 恶魔之谜 TV未放送
[ 26 | 01064 |  0.8% ] 昴·中岛 - 魔法少女奈叶ViVid
[ 27 | 00995 |  0.8% ] 栗林志乃 - GATE奇幻自卫队
[ 28 | 00932 |  0.7% ] 达尔扎娜·马克芭蕾吉 - ALDNOAH ZERO 第二季
[ 29 | 00931 |  0.7% ] 堀裕子 - 偶像大师 灰姑娘女孩
[ 30 | 00526 |  0.4% ] 柳生义仙 - 百花缭乱OVA
[ 31 | 00463 |  0.4% ] 有田真由 - 死亡游行
[ 32 | 00419 |  0.3% ] 九重忍 - 临时女友
[ 33 | 00321 |  0.2% ] Dreamcast - 世嘉硬件女孩
[ 34 | 00316 |  0.2% ] 柊真琴 - 临时女友
[ 35 | 00288 |  0.2% ] 三之宫椿 - 早安恋味蛋糕店
[ 36 | 00274 |  0.2% ] 诺尔达 - 台风的诺尔达
[ 37 | 00274 |  0.2% ] 矶野舟 - 海螺小姐
[ 38 | 00268 |  0.2% ] 沼影彩湖 - 浦和小调
[ 39 | 00241 |  0.2% ] 卑弥呼 - 一骑当千 Extravaganza Epoch
[ 40 | 00237 |  0.2% ] 二濑文绪 - 选择扩散者
[ 41 | 00230 |  0.2% ] 盐野薰 - 白银的意志 ARGEVOLLEN
[ 42 | 00195 |  0.2% ] 羽佐间容子 - 苍穹之法芙娜EXODUS
[ 43 | 00176 |  0.1% ] 白眉鹫羽 - 爱·天地无用
[ 44 | 00163 |  0.1% ] 小宫流 - 电波教师
[ 45 | 00158 |  0.1% ] 百合川木乃美 - 百合熊岚
[ 46 | 00152 |  0.1% ] 黄蜂女 - 天雷争霸 复仇者联盟
[ 47 | 00121 |  0.1% ] 佐拉 - CROSSANGE 天使与龙的轮舞
[ 48 | 00117 |  0.1% ] 美保 - 境界之轮回
[ 49 | 00082 |  0.1% ] 社长 - Venus Project Climax
[ 50 | 00081 |  0.1% ] 敦子 - 黑白小姐 第二季

2015-11-23 晋级数据 TOP100 男子组 (总票数: 121821)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 22317 | 18.3% ] 乙坂有宇 - 夏洛特
[ 02 | 15770 | 12.9% ] 迈特凯 - 火影忍者 疾风传
[ 03 | 14158 | 11.6% ] 长谷川泰三 - 银魂°
[ 04 | 07408 |  6.1% ] 白马探 - 魔术快斗1412
[ 05 | 07147 |  5.9% ] 越谷卓 - 悠哉日常大王 第二季
[ 06 | 06683 |  5.5% ] 风见雄二 - 灰色的果实
[ 07 | 06598 |  5.4% ] 阿朱罗丸 - 终结的炽天使
[ 08 | 05923 |  4.9% ] 马雷·莫莫罗·菲欧雷 - OVERLORD
[ 09 | 04763 |  3.9% ] 菲尼安 - 黑执事 Book of Murder
[ 10 | 04498 |  3.7% ] 松冈正宗 - 青春×机关枪
[ 11 | 03417 |  2.8% ] 兰 - 斩·赤红之瞳
[ 12 | 03299 |  2.7% ] 笠松幸男 - 黑子的篮球 第三季
[ 13 | 03263 |  2.7% ] 界王神 - 龙珠改 魔人布欧篇
[ 14 | 02287 |  1.9% ] 摩羯座修罗 - 圣斗士星矢 黄金魂
[ 15 | 01704 |  1.4% ] 山口忠 - 排球少年剧场版
[ 16 | 01681 |  1.4% ] 杂贺让二 - 心理测量者 第二季
[ 17 | 01248 |  1.0% ] 巴特 - 攻壳机动队ARISE TV版
[ 18 | 01237 |  1.0% ] 刘伟 - 黑子的篮球 第三季
[ 19 | 01166 |  1.0% ] 相乐玲 - 恋爱舞台OVA
[ 20 | 00999 |  0.8% ] 柳莲二 - 新网球王子OVA vs Genius10
[ 21 | 00739 |  0.6% ] 樱田辉 - 城下町的蒲公英
[ 22 | 00669 |  0.5% ] 高峰一景 - 大图书馆的牧羊人
[ 23 | 00645 |  0.5% ] 村松拓哉 - 暗杀教室
[ 24 | 00587 |  0.5% ] 神尾明 - 新网球王子OVA vs Genius10
[ 25 | 00513 |  0.4% ] 山野边孝雄 - 可塑性记忆
[ 26 | 00511 |  0.4% ] Life·Beauty - 百合熊岚
[ 27 | 00501 |  0.4% ] 都仓碧 - 雨色可可
[ 28 | 00277 |  0.2% ] 山岸 - 寄生兽 生命的准则
[ 29 | 00266 |  0.2% ] 杜兰莎 - 科学小飞侠Crowds 第二季
[ 30 | 00247 |  0.2% ] 健太 - Venus Project Climax
[ 31 | 00231 |  0.2% ] 进时宗 - 白银的意志 ARGEVOLLEN
[ 32 | 00192 |  0.2% ] 艾伦·亚当斯 - 敢达创战者TRY
[ 33 | 00158 |  0.1% ] 紫紫户狮狼 - 其实我是
[ 34 | 00157 |  0.1% ] 葛木神居 - 卡片战斗先导者G
[ 35 | 00136 |  0.1% ] 庄尼 - 翠星的加尔刚蒂亚OVA
[ 36 | 00110 |  0.1% ] 饭纲守 - 敢达创战者TRY
[ 37 | 00103 |  0.1% ] 巨像 - 天雷争霸 复仇者联盟
[ 38 | 00060 |  0.0% ] 百眼 - 暴力宇宙海贼 亚空的深渊
[ 39 | 00047 |  0.0% ] 卡索尔店长 - 未来卡搭档对战
[ 40 | 00031 |  0.0% ] 龟山砥草 - 展开骑士
[ 41 | 00028 |  0.0% ] 风原乱 - 少年好莱坞 第二季
[ 42 | 00027 |  0.0% ] 朱利亚斯·尤尼奥斯 - 白银的意志 ARGEVOLLEN
[ 43 | 00020 |  0.0% ] 坂上云之助 - 舞力四射

2015-11-22 晋级数据 TOP100 女子组 (总票数: 213842)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 33483 | 15.7% ] 灰原哀 - 名侦探柯南
[ 02 | 30331 | 14.2% ] 西木野真姬 - Love Live! The School Idol Movie
[ 03 | 23990 | 11.2% ] 阿良良木月火 - 凭物语
[ 04 | 22307 | 10.4% ] 雾岛董香 - 东京食尸鬼 第二季
[ 05 | 18901 |  8.8% ] 小野寺小咲 - 伪恋 第二季
[ 06 | 15687 |  7.3% ] 一色彩羽 - 我的青春恋爱物语果然有问题 第二季
[ 07 | 11036 |  5.2% ] 黑木智子(小丧) - 丧女 TV未放送
[ 08 | 07859 |  3.7% ] 津田琴美 - 妄想学生会OVA
[ 09 | 06417 |  3.0% ] 席尔菲 - 甘城光辉游乐园
[ 10 | 05296 |  2.5% ] 松冈江 - Free! TV未放送
[ 11 | 03612 |  1.7% ] 若菜美里 - 老婆是学生会长
[ 12 | 03274 |  1.5% ] 加贺山枫 - 悠哉日常大王 第二季
[ 13 | 03188 |  1.5% ] 苏 - 魔物娘相伴的日常
[ 14 | 02779 |  1.3% ] 神堂慧理那(黄马尾) - 我要成为双马尾
[ 15 | 02363 |  1.1% ] 榛名 - 苍蓝钢铁的琶音DC
[ 16 | 01694 |  0.8% ] 风间莱维 - 七人魔法使
[ 17 | 01531 |  0.7% ] 村雨静 - ToLoveRu Darkness 2nd
[ 18 | 01454 |  0.7% ] 橘巴 - 绝对双刃
[ 19 | 01364 |  0.6% ] 东横桃子 - 咲日和
[ 20 | 01348 |  0.6% ] 萨拉曼迪内 - CROSSANGE 天使与龙的轮舞
[ 21 | 01283 |  0.6% ] 安藤椿 - 白箱
[ 22 | 01082 |  0.5% ] 珂罗娜·缇米尔 - 魔法少女奈叶ViVid
[ 23 | 01081 |  0.5% ] 三浦梓 - 偶像大师剧场版
[ 24 | 01068 |  0.5% ] 让崎妮洛 - 侦探歌剧少女福尔摩斯TD
[ 25 | 00953 |  0.4% ] 比迪丽 - 龙珠·超
[ 26 | 00911 |  0.4% ] 西格 - 黑街
[ 27 | 00909 |  0.4% ] 双海真美 - 偶像大师剧场版
[ 28 | 00891 |  0.4% ] 津守 - 电器街的漫画店
[ 29 | 00714 |  0.3% ] 菜波·K·布列德费尔德 - 如果折断她的旗OAD
[ 30 | 00673 |  0.3% ] 梦前春瑚 - 临时女友
[ 31 | 00657 |  0.3% ] 渡边彩花 - 我们大家的河合庄
[ 32 | 00621 |  0.3% ] 玛妮 - 回忆中的玛妮
[ 33 | 00555 |  0.3% ] 海德玛瑞·W·施瑙佛 - 强袭魔女新OVA
[ 34 | 00523 |  0.2% ] 桂雪路 - 旋风管家OAD
[ 35 | 00503 |  0.2% ] 天城茉莉音 - 侦探歌剧少女福尔摩斯TD
[ 36 | 00451 |  0.2% ] 白鸟诗织 - 临时女友
[ 37 | 00395 |  0.2% ] 台初明香 - Punchline
[ 38 | 00355 |  0.2% ] 高宫茄乃 - 网球并不可笑嘛 第四季
[ 39 | 00321 |  0.2% ] 鹿羽逸花 - 世界征服谋略之星OVA
[ 40 | 00301 |  0.1% ] 藏持圆 - 电波教师
[ 41 | 00293 |  0.1% ] 川岛瑞树 - 偶像大师 灰姑娘女孩
[ 42 | 00245 |  0.1% ] 高桥葵 - 摸索吧！部活剧 第三季
[ 43 | 00230 |  0.1% ] 天海悠纪华 - 俺物语
[ 44 | 00223 |  0.1% ] 齐藤枫 - 向山进发 第二季
[ 45 | 00194 |  0.1% ] 三条加奈子 - 火星异种
[ 46 | 00176 |  0.1% ] 高砂调 - 浦和小调
[ 47 | 00138 |  0.1% ] 石作志麻 - 旋转少女
[ 48 | 00096 |  0.0% ] 麻里子 - 百万偶像
[ 49 | 00051 |  0.0% ] 加奈 - 黑白小姐 第二季
[ 50 | 00035 |  0.0% ] 老师 - Venus Project Climax

2015-11-22 晋级数据 TOP100 男子组 (总票数: 192823)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 27089 | 14.0% ] 赤羽业 - 暗杀教室
[ 02 | 24943 | 12.9% ] 安兹·乌尔·恭 - OVERLORD
[ 03 | 24875 | 12.9% ] 波特卡斯·D·艾斯 - 海贼王
[ 04 | 21324 | 11.1% ] 山治 - 海贼王
[ 05 | 14217 |  7.4% ] 十一 - 关于完全听不懂老公在说什么的事
[ 06 | 10282 |  5.3% ] 威廉·马克贝斯 - 血界战线
[ 07 | 10164 |  5.3% ] 野原广志 - 蜡笔小新2014剧场版
[ 08 | 08151 |  4.2% ] 刘 - 黑执事 Book of Murder
[ 09 | 08091 |  4.2% ] 宜野座伸元 - 心理测量者 第二季
[ 10 | 04956 |  2.6% ] 海堂薰 - 新网球王子OVA vs Genius10
[ 11 | 03796 |  2.0% ] 丸井善二 - 食戟之灵
[ 12 | 03789 |  2.0% ] 信乐 - 银仙
[ 13 | 03235 |  1.7% ] 中森银三 - 魔术快斗1412
[ 14 | 03163 |  1.6% ] 孤爪研磨 - 排球少年剧场版
[ 15 | 02731 |  1.4% ] 伦迪浩斯 - 记录的地平线 第二季
[ 16 | 02070 |  1.1% ] 高桥孝浩 - 纯情罗曼史3
[ 17 | 01875 |  1.0% ] 凑 - 放学后的昴星团
[ 18 | 01704 |  0.9% ] 真柴阳平 - 迷糊餐厅 第三季
[ 19 | 01685 |  0.9% ] 泉一之 - 寄生兽 生命的准则
[ 20 | 01588 |  0.8% ] 银·佛尔帕斯塔 - 妖精的尾巴 第二季
[ 21 | 01359 |  0.7% ] 梅查·达高南池 - 玉子市场 剧场版
[ 22 | 01243 |  0.6% ] 柯尔特 - 黑街
[ 23 | 01033 |  0.5% ] 桃太郎 - 玉子市场 剧场版
[ 24 | 00969 |  0.5% ] 金刚狼 - 天雷争霸 复仇者联盟
[ 25 | 00931 |  0.5% ] 忍足谦也 - 新网球王子OVA vs Genius10
[ 26 | 00758 |  0.4% ] 天狗 - 银仙
[ 27 | 00752 |  0.4% ] 奥斯卡·哈梅尔 - CodeGeass亡国的阿基德
[ 28 | 00740 |  0.4% ] 陀古萨 - 攻壳机动队ARISE TV版
[ 29 | 00735 |  0.4% ] 葵井三斗希 - 早安恋味蛋糕店
[ 30 | 00711 |  0.4% ] 织部僧 - 苍蓝钢铁的琶音DC
[ 31 | 00656 |  0.3% ] 志贺慎吾 - 学园Handsome OVA
[ 32 | 00604 |  0.3% ] 豺狼 - 妖精的尾巴 第二季
[ 33 | 00579 |  0.3% ] 柊天利 - 终结的炽天使
[ 34 | 00440 |  0.2% ] 柊修造 - 游戏王ARC-V
[ 35 | 00416 |  0.2% ] 米迦勒 - 巴哈姆特之怒
[ 36 | 00311 |  0.2% ] 鹿羽吾郎 - 世界征服谋略之星OVA
[ 37 | 00196 |  0.1% ] 伊东真也 - 宇宙战舰大和号2199 追忆的航海
[ 38 | 00188 |  0.1% ] 冰人 - 天雷争霸 复仇者联盟
[ 39 | 00103 |  0.1% ] 五十颜亲治 - 美男高校地球防卫部LOVE
[ 40 | 00101 |  0.1% ] 鱼谷隆 - 玉子市场 剧场版
[ 41 | 00095 |  0.0% ] 社长 - 少年好莱坞 第二季
[ 42 | 00083 |  0.0% ] 风见飒 - 少年好莱坞 第二季
[ 43 | 00071 |  0.0% ] 田仁志慧 - 新网球王子OVA vs Genius10
[ 44 | 00021 |  0.0% ] 库瓦达·兹多姆 - 白银的意志 ARGEVOLLEN

2015-11-21 晋级数据 TOP100 女子组 (总票数: 183852)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 49804 | 27.1% ] 佐仓千代 - 月刊少女野崎君OVA
[ 02 | 22462 | 12.2% ] 吹雪 - 舰队collection
[ 03 | 15409 |  8.4% ] 冰堂美智留 - 路人女主的养成方法
[ 04 | 12488 |  6.8% ] 种岛白杨 - 迷糊餐厅 第三季
[ 05 | 09934 |  5.4% ] 雷欧奈 - 斩·赤红之瞳
[ 06 | 09479 |  5.2% ] 伊丽莎白·米多福特 - 黑执事 Book of Murder
[ 07 | 08527 |  4.6% ] 天天 - 火影忍者 疾风传
[ 08 | 07772 |  4.2% ] 神崎有希子 - 暗杀教室
[ 09 | 03114 |  1.7% ] 一宫惠瑠奈 - 御神乐学园组曲
[ 10 | 02604 |  1.4% ] 白崎纱依 - 大图书馆的牧羊人
[ 11 | 02598 |  1.4% ] 泷川诺亚 - 山田君与七个魔女
[ 12 | 02352 |  1.3% ] 椎原小春 - 天体的秩序
[ 13 | 02102 |  1.1% ] 不动秋音 - 七人魔法使
[ 14 | 02086 |  1.1% ] 真田幸村 - 百花缭乱OVA
[ 15 | 01915 |  1.0% ] 芹泽水结 - 大图书馆的牧羊人
[ 16 | 01886 |  1.0% ] 艾咪 - 翠星的加尔刚蒂亚OVA
[ 17 | 01886 |  1.0% ] 日高法子 - 那就是声优
[ 18 | 01780 |  1.0% ] 藤白乙音 - 御神乐学园组曲
[ 19 | 01770 |  1.0% ] 多倍尔 - 魔物娘相伴的日常
[ 20 | 01715 |  0.9% ] 春野小百合 - 早安恋味蛋糕店
[ 21 | 01568 |  0.9% ] 秋秋 - SHOW BY ROCK!!
[ 22 | 01451 |  0.8% ] 宫沢·恋 - 铳皇无尽的法夫纳
[ 23 | 01338 |  0.7% ] Fighter - 比基尼勇士
[ 24 | 01332 |  0.7% ] 夏露 - DOG DAYS 第三季
[ 25 | 01302 |  0.7% ] 昴 - 放学后的昴星团
[ 26 | 01278 |  0.7% ] 安藤真智 - 日常系的异能战斗
[ 27 | 01227 |  0.7% ] 成濑优 - 丧女 TV未放送
[ 28 | 01116 |  0.6% ] 亚尔佛莉德 - 亚尔斯兰战记
[ 29 | 01086 |  0.6% ] 星野文奈 - 敢达创战者TRY
[ 30 | 01048 |  0.6% ] 木岛西亚 - 敢达创战者TRY
[ 31 | 00914 |  0.5% ] 克洛伊·洛洛 - 在地下城寻求邂逅是否搞错了什么
[ 32 | 00799 |  0.4% ] 大道寺前辈 - 闪乱神乐OVA
[ 33 | 00790 |  0.4% ] 杰莉卡 - 七大罪
[ 34 | 00790 |  0.4% ] 贵嶋沙希 - 旋风管家OAD
[ 35 | 00774 |  0.4% ] 伊里达游太 - Punchline
[ 36 | 00715 |  0.4% ] 皮露露可 - 选择扩散者
[ 37 | 00645 |  0.4% ] 铃木秋穗 - 寄生兽 生命的准则
[ 38 | 00635 |  0.3% ] 岐神海蕴 - 希德尼娅的骑士 第二季
[ 39 | 00582 |  0.3% ] 铃河凛乃 - 临时女友
[ 40 | 00546 |  0.3% ] 常盘和美 - 侦探歌剧少女福尔摩斯TD
[ 41 | 00450 |  0.2% ] 侍女 - 斩·赤红之瞳
[ 42 | 00365 |  0.2% ] 西尔维娅·斑鸠·米斯尔奇 - CROSSANGE 天使与龙的轮舞
[ 43 | 00316 |  0.2% ] 藤堂静子 - 临时女友
[ 44 | 00286 |  0.2% ] 曹仁子孝 - 一骑当千 Extravaganza Epoch
[ 45 | 00223 |  0.1% ] 西条未来 - 宇宙战舰大和号2199 追忆的航海
[ 46 | 00175 |  0.1% ] 卡纳梅 - CROSSANGE 天使与龙的轮舞
[ 47 | 00175 |  0.1% ] 相马茉莉 - 依丝卡
[ 48 | 00163 |  0.1% ] 红本明里 - 其实我是
[ 49 | 00050 |  0.0% ] 相马抚子 - 依丝卡
[ 50 | 00030 |  0.0% ] 岛谷喜代子 - 魔神之骨

2015-11-21 晋级数据 TOP100 男子组 (总票数: 185063)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 28048 | 15.2% ] 伊佐那社 - K MISSING KINGS
[ 02 | 24485 | 13.2% ] 王耀(中/国) - 黑塔利亚 第六季
[ 03 | 18729 | 10.1% ] 赤司征十郎 - 黑子的篮球 第三季
[ 04 | 16682 |  9.0% ] 堀政行 - 月刊少女野崎君OVA
[ 05 | 14498 |  7.8% ] 八坂真寻 - 潜行吧奈亚子F
[ 06 | 14168 |  7.7% ] 刚田武(胖虎) - 哆啦A梦
[ 07 | 12650 |  6.8% ] 松冈凛 - Free! TV未放送
[ 08 | 12348 |  6.7% ] 桥田至(桶子) - 命运石之门 聪明睿智的认知计算
[ 09 | 09939 |  5.4% ] 高城丈士朗 - 夏洛特
[ 10 | 08749 |  4.7% ] 唐吉诃德·多弗朗明哥 - 海贼王
[ 11 | 06556 |  3.5% ] 迹部景吾 - 新网球王子OVA vs Genius10
[ 12 | 03468 |  1.9% ] 灰村诸叶 - 圣剑使的禁咒咏唱
[ 13 | 03189 |  1.7% ] 调酒师 - 电器街的漫画店
[ 14 | 01452 |  0.8% ] 亚瑟·本多拉贡 - 七大罪
[ 15 | 01378 |  0.7% ] 神木世海 - 敢达创战者TRY
[ 16 | 01053 |  0.6% ] 史隆 - 无头骑士异闻录×2 承
[ 17 | 00909 |  0.5% ] 千早翔像 - 苍蓝钢铁的琶音DC
[ 18 | 00703 |  0.4% ] 陆 - SHOW BY ROCK!!
[ 19 | 00702 |  0.4% ] 橘桔平 - 新网球王子OVA vs Genius10
[ 20 | 00572 |  0.3% ] 石田三成 - 战国无双
[ 21 | 00479 |  0.3% ] 乌丸京介 - 境界触发者
[ 22 | 00465 |  0.3% ] 春日隆平 - 黑子的篮球 第三季
[ 23 | 00457 |  0.2% ] 安布利欧 - CROSSANGE 天使与龙的轮舞
[ 24 | 00425 |  0.2% ] 莱奥纳多·司德拉 - 棺姬嘉依卡 第二季
[ 25 | 00387 |  0.2% ] 灰吹阳 - 创圣的大天使Logos
[ 26 | 00363 |  0.2% ] 木岛威弗里德 - 敢达创战者TRY
[ 27 | 00314 |  0.2% ] 索尔 - ChaosDragon赤龙战役
[ 28 | 00312 |  0.2% ] 藤堂高虎 - 战国无双
[ 29 | 00233 |  0.1% ] 凉芳之助 - 早安恋味蛋糕店
[ 30 | 00171 |  0.1% ] 津川智纪 - 黑子的篮球 第三季
[ 31 | 00159 |  0.1% ] 东秀一 - 台风的诺尔达
[ 32 | 00145 |  0.1% ] 蔚蓝 - 光之美少女happinesscharge
[ 33 | 00139 |  0.1% ] 烈火幸村 - 战斗之魂 烈火魂
[ 34 | 00111 |  0.1% ] 市村铁之助 - 法兰雀丝卡
[ 35 | 00105 |  0.1% ] 伊安·坎普 - 苍穹之法芙娜EXODUS
[ 36 | 00096 |  0.1% ] 西梅翁 - ChaosDragon赤龙战役
[ 37 | 00073 |  0.0% ] 鬼怒田本吉 - 境界触发者
[ 38 | 00068 |  0.0% ] 柊刚人 - 少年好莱坞 第二季
[ 39 | 00060 |  0.0% ] 又吉一雄 - 健全机斗士OVA
[ 40 | 00053 |  0.0% ] 马库斯米里亚恩·贝恩穆萨·冈隆公爵 - 魔弹之王与战姬
[ 41 | 00050 |  0.0% ] MC小太郎 - 战斗之魂 烈火魂
[ 42 | 00047 |  0.0% ] 根津幸雄 - 团地友夫
[ 43 | 00038 |  0.0% ] 御茶水博士 - 决斗大师VS
[ 44 | 00035 |  0.0% ] 宝绿院兼续 - 战斗之魂 烈火魂

2015-11-20 晋级数据 TOP100 女子组 (总票数: 150736)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 16529 | 11.0% ] 钉宫理惠 - 那就是声优
[ 02 | 14386 |  9.5% ] 名濑美月 - 境界的彼方 剧场版
[ 03 | 11944 |  7.9% ] 笛口雏实 - 东京食尸鬼 第二季
[ 04 | 11928 |  7.9% ] 瑞鹤 - 舰队collection
[ 05 | 11699 |  7.8% ] 猿飞菖蒲 - 银魂°
[ 06 | 11215 |  7.4% ] 樱桃子(小丸子) - 樱桃小丸子 第二季
[ 07 | 07744 |  5.1% ] 拉芙拉·布迪威伊 - IS2 OVA 世界清洗篇
[ 08 | 07441 |  4.9% ] 结城友奈 - 结城友奈是勇者
[ 09 | 07355 |  4.9% ] 西连寺春菜 - ToLoveRu Darkness 2nd
[ 10 | 07264 |  4.8% ] 君嶋加奈 - 寄生兽 生命的准则
[ 11 | 06654 |  4.4% ] 小笠原纶子 - 白箱
[ 12 | 05865 |  3.9% ] 雅典娜 - 圣斗士星矢 黄金魂
[ 13 | 04421 |  2.9% ] 莉瑟罗特·沙尔洛克 - 七人魔法使
[ 14 | 03705 |  2.5% ] 中川夏纪 - 吹响！上低音号
[ 15 | 03415 |  2.3% ] 照美冥 - 火影忍者 疾风传
[ 16 | 02542 |  1.7% ] 月见璃兔 - 绝对双刃
[ 17 | 01853 |  1.2% ] 火火里绫火 - 魔女的使命OAD
[ 18 | 01778 |  1.2% ] 高垣枫 - 偶像大师 灰姑娘女孩
[ 19 | 01564 |  1.0% ] 高槻弥生 - 偶像大师剧场版
[ 20 | 01074 |  0.7% ] 真柴直 - 若叶女孩
[ 21 | 01070 |  0.7% ] 永仓伊万里 - 绝对双刃
[ 22 | 01044 |  0.7% ] 猪熊美月 - 黄金拼图 第二季
[ 23 | 00689 |  0.5% ] 阿尔黛西娅(塞拉) - 机动战士高达THE ORIGIN
[ 24 | 00679 |  0.5% ] 辉夜姬 - 辉夜姬物语
[ 25 | 00616 |  0.4% ] 武智乙哉 - 恶魔之谜 TV未放送
[ 26 | 00536 |  0.4% ] 卡萝·玛尔斯·迪恩海姆 - 战姬绝唱GX
[ 27 | 00536 |  0.4% ] 上条春菜 - 偶像大师 灰姑娘女孩
[ 28 | 00502 |  0.3% ] 阿 - SHOW BY ROCK!!
[ 29 | 00488 |  0.3% ] 星空幸(Cure Happy) - 光之美少女全明星 春季嘉年华
[ 30 | 00425 |  0.3% ] 立上芹 - 苍穹之法芙娜EXODUS
[ 31 | 00391 |  0.3% ] 源九郎义经 - 一骑当千 Extravaganza Epoch
[ 32 | 00360 |  0.2% ] 日影 - 闪乱神乐OVA
[ 33 | 00343 |  0.2% ] 楚南恭子 - 健全机斗士OVA
[ 34 | 00316 |  0.2% ] 艾达·雷汉顿 - 高达G之复国运动
[ 35 | 00291 |  0.2% ] 三栖立翼 - 科学小飞侠Crowds 第二季
[ 36 | 00277 |  0.2% ] 两奈 - 闪乱神乐OVA
[ 37 | 00234 |  0.2% ] 大空明 - 偶像活动 第三季
